,GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,FileName
3474,{9B299E95-3C73-4E95-83AD-8D1C4E1DD3EA},2020-08-19,Pic enclosed,0,Thanks for the submission. That is a fly that mimics bees! Notice its eyes.,2020-08-19,48.121814,-123.104772,ATT2138_E5BF8574-6719-48C3-9DAC-FB6C3287520E.jpg
2464,{6FC76D2D-6BED-4DB6-9F58-C6D9FC07BFF7},2020-08-19,There are 2 Asian hornet flying around my house. I weren’t able to take pictures. We were trim out backyard bushing .,2, ,2020-08-19,47.577631,-122.179668,
5240,{EF8D6D66-F1F1-4E0B-811C-3DAEABFA67CD},2020-08-19,"Spotted on garage door (white door, solid wood). Size of 2-2 1/2 "". Mostly black with some lighter color stripes.",2, ,2020-08-19,48.00939,-122.55938,
3606,{A15D385B-8140-4254-8268-E82A22570025},2020-08-19,It was very large,2, ,2020-08-19,47.45054,-122.82764,
5524,{FBD8524F-CC8B-4D7A-8A56-8D2F28D9B7DF},2020-08-19,I seen the wasp on pavement went closer to get a look confirmed it wasn't a yellow jacket or other species of wasp went to grab my phone to get picture and a passing motorcycle made it fly off. It had black orange face and same color on lower body and wa,2,Please feel free to resubmit a sighting if you get a photo.,2020-08-19,48.760837,-122.508098,
2185,{636FA236-524A-4A80-863F-9D758A2DBA5E},2020-08-19, ,0,Thanks for the submission. That is the Golden digger wasp.,2020-08-19,48.176361,-122.527905,ATT2143_IMG_20200819_125819.jpg
1459,{4230E95F-7856-438D-8E5E-09F029E093DA},2020-08-19,it was very long and thick - with more orange on its torso/abdomen than yellow. markings were black and orange. It looked to be about an 1-1/2” long. I didn’t want to stay to take pictures. It was sniffing around blackberry bushes.,2, ,2020-08-19,47.569154,-122.373371,
2417,{6D2A2B90-1994-4B92-AD85-96383644D05A},2020-08-19,Seen on a bush in our neighborhood,0,Thanks for the submission. That is a Golden digger wasp.,2020-08-19,47.628699,-122.365815,ATT2127_3F23819C-8C17-468E-9BB7-CC2CBB985B1A.jpg
268,{0C7B5558-CE81-4619-A78A-378A04006423},2020-08-19,large wasp has been frequenting our garden. loves the onion plant flowers,0,Thanks for the submission. That is a great golden digger wasp!,2020-08-24,47.97659,-122.20596,ATT2310_thumbnail.jpg
3810,{AAB91F7F-A80A-4037-A301-0B9996B7C276},2020-08-19, ,0,Thanks for the submission. That is a female horntail sawfly.,2020-08-19,46.64792,-122.91513,ATT2141_6B5C1F43-BC34-43D1-8A9C-74AD13B167E3.jpg
2339,{69559F23-FD0B-403C-9439-69575177396A},2020-08-19,"This was about 2"" and more black than orange.  Queen? Flew off before I could get a pic.",2,Please feel free to resubmit a sighting if you get a photo.,2020-08-19,48.949561,-122.785941,
2773,{7DFD1E22-C5DA-49F7-B944-7872377BA4D2},2020-08-19,It flew into our backyard and then immediately left but it did appear to have a distinctive orange face and was very large.,2, ,2020-08-19,45.583629,-122.443076,
3843,{AC1DB08F-DD01-423C-9E23-72BBC470E25E},2020-08-19,Semi aggressive. It at least seemed very interested in us. Caught it in a jar.,0,Thanks for the submission. That is a horntail sawfly.,2020-08-19,47.602673,-122.311875,ATT2122_20200818_194806.jpg
702,{1EEA192B-5A08-40E6-9F7C-7316CD4ED34F},2020-08-19, ,0,Thanks for the submission. That looks like a Tremex horntail sawfly.,2020-08-19,45.488689,-122.488862,ATT2156_F63FE58D-1C19-43FA-B8DC-F70EEFEF7DB6.jpg
4474,{C9C83B53-2616-49AD-9C50-A1CC3AA17766},2020-08-19,Here are some pictures.  This guy is huge!,0,Thanks for the submission. That is a Golden digger wasp.,2020-08-19,46.999183,-122.778711,ATT2132_hornet 1.jpg
1709,{4D6BABBB-AC7D-4EED-8FF4-A09DDA98585A},2020-08-19,"This was from Sammamish, WA. near sunny hills elementary school. It was flying past me and landed in the grass. I stepped on it and took some photos",0,Thanks for the submission. That is the beneficial Golden digger wasp.,2020-08-19,47.58034,-122.0288,ATT2152_IMG_0161.jpg
1299,{3A3C789E-D4C2-43A8-9367-C80C2413538A},2020-08-19,It landed on the back door and I was able to get a close look at it through the glass.,2, ,2020-08-19,48.053108,-122.151526,
532,{1739D322-03AF-4FE9-B7E6-E61FCAC9718D},2020-08-19,"Estimated 1.75"" in length.  Very similar to reference images online, large head and had very pronounced yellow band near front of abdomen.  Landed on raspberry bush in yard but was gone by the time I was able to grab my phone.  Immediately caught my atte",2, ,2020-08-19,47.720262,-122.16945,
283,{0CD40A4D-830C-4BA7-AFED-6C57B368133C},2020-08-19, ,0,Thanks for the submission. That is a bald faced hornet.,2020-08-19,45.731714,-122.414085,ATT2151_656AD235-8F89-4A59-87E0-76EE29AA2199.jpg
5334,{F4000323-0040-4409-B716-1F1CC8BB403D},2020-08-19,"Insect was inside home, photo was zoomed in to maximum magnification",0,"Thanks for the submission. That is a paper wasp, Polistes genus.",2020-08-20,47.74487,-117.510146,ATT2177_IMG_6909.jpg
4908,{DDEBBED0-8A1F-4553-84D2-4F5A4C49736D},2020-08-19,"About 1.5 inch, had a yellow face and a striped abdomen, black to brown thorax",2, ,2020-08-20,47.476689,-122.227144,
339,{0EEB3F5A-FA1B-4816-B08B-7699238D1368},2020-08-19,Hornet flew towards my face and swatted it down and put it in a container,0,Thanks for the submission. That is a female horntail sawfly.,2020-08-19,47.159657,-122.151984,ATT2136_20200819_101404.jpg
3332,{9561A96C-E69F-4376-A206-810CB6B6380D},2020-08-19,"We definitely saw one of these and squashed it b4 we took a picture.  We are in lake Connor park, Lake Stevens, Washington.  Will keep an eye out for his brother/sister.",2, ,2020-08-19,48.033158,-122.088775,
5401,{F6CC0233-9878-41C1-90DF-00689B8252BC},2020-08-19,"Small dime sized holes In the ground, multiple in area of dirt mound. Disturbed dirt, and at least 4 large hornets with orange and black stripes.",2, ,2020-08-19,47.759036,-122.19580500000001,
2628,{76FDA96E-25D8-4CE1-9E8B-BA18334A0C1E},2020-08-19, ,2, ,2020-08-29,48.70291,-122.45336,
565,{18DD68BF-26FB-43DB-A421-8AA76FB2A81A},2020-08-19,"Not sure if it's a Asian hornet, it was much larger than most and I've never seen one that looks like this before",0,Thanks for the submission. That is the Golden digger wasp.,2020-08-19,47.552076,-122.325822,ATT2134_45724952-E2DF-44FE-B8BB-4A98AE659BF7.jpg
1322,{3BB8BB97-5BA5-4755-9EF1-E4691DDC5FC9},2020-08-19,Large wasp has been frequenting garden seems to like the flowers on an onion,2, ,2020-08-24,47.989864,-122.204472,
1775,{514ABCDF-C8DC-4DF4-ACFA-55C0FB1426A1},2020-08-19,Found a giant 3 in hornet in our back yard flying around. First rhought it was a drangon fly but it was not.,2, ,2020-08-19,45.745939,-122.642863,
2670,{78CE8364-96A9-4638-B8A1-C1B8A21101B0},2020-08-19,"I went for a walk this morning while it was still dark. While approaching a lit streetlamp, I saw a large insect crawling on the ground in front of me. It crawled over onto the dirt and stopped. I leaned over and took a picture of it, and then stepped on",0,Thanks for the submission. That is a Jerusalem cricket.,2020-08-19,46.23801,-119.27524,ATT2147_IMG_3197.jpg
393,{1162BDFD-1BB8-414F-B770-6D245909E22E},2020-08-20,Saw a murder hornet eat a spider in front of me in a tree.,2, ,2020-08-20,47.851889,-121.973404,
194,{09A19FAD-0A4E-458D-8FA5-1C7DD77F7787},2020-08-20,Noticed wasp of unusually large size about the size of my index finger at least 1.5 inches. Yellow in color with many stripes. It was on the fruit of a raspberry vine flying from Ripe fruit to ripe fruit.,2, ,2020-08-20,47.553298,-122.024967,
4895,{DCFDB165-1434-4473-BC96-C3E76B87944B},2020-08-20,in lawn,0,Thanks for the submission. That is the Golden digger wasp.,2020-08-20,47.733279,-117.398697,ATT2157_20200819_171502.jpg
2109,{5FEABE28-F465-4C6B-A354-F06242B5F4E7},2020-08-20,I apologize the insect is not intact as my attempts to kill it have mangled it,0,"Thanks for the submission. That is a wasp, not the Asian giant hornet.",2020-08-20,48.767694,-122.447835,ATT2194_15979616415944135361098196777745.jpg
1046,{2FA08862-33B0-4904-9E44-3CC0EA61AE3B},2020-08-20,Not sure if this is a juvenile invasive hornet or not. But was very persistent in his approach of me. See pics and advise.,0,Thanks for the submission. That is a Urocerus horntail wood wasp.,2020-08-20,48.38744,-122.63172,ATT2191_Bug_6.pdf
1013,{2D6CE6E4-DF00-4464-94ED-F41C23D817AD},2020-08-20,It was the size of my thumb(I'm a grown man),2, ,2020-08-20,47.662404,-122.361161,
2451,{6EE72A34-191A-4132-9F6B-7789BC88632E},2020-08-20,"Found unable to fly on sport court. Port Susan Bay, Camano Island.",0,Thanks for the submission. That is a Golden digger wasp.,2020-08-20,48.125572,-122.432159,ATT2198_20200820_155847.jpg
1797,{521A1CE6-DCE5-4ABB-B774-001BE2936E1D},2020-08-20,It was stomped on at my husbands job site in Seattle.,0,Thanks for the submission. That is a horntail sawfly from the Urocerus genus. They lay their eggs in trees.,2020-08-21,47.60357,-122.32945,ATT2215_757A54BF-1B0A-49A9-999E-8D817309114D.jpg
4931,{DEEBCFB3-E984-4673-BA29-34DB37A35D0D},2020-08-20, ,0,Thanks for the submission. That is a Golden digger wasp. Super pollinators and predator of pesty insects in your garden!,2020-08-20,47.04844,-122.87007,ATT2181_image.jpg
1633,{493B94CF-7882-46A6-A0EC-51F42ADA16FE},2020-08-20, ,2, ,2020-08-20,48.896671,-122.608243,
3502,{9C62AB0A-A593-484D-B793-BC7C67B8EDBE},2020-08-20,Was flying around in my backyard,2, ,2020-10-09,47.050842,-122.925342,
3508,{9C7E38CD-8ADE-4264-85D4-3E1BD82B6CBC},2020-08-20,Saw and captured 1 while trimming doug fir trees,0,"Thanks for submitting. That is a wood wasp, a horntail from the Urocerus genus.",2020-08-20,47.183089,-122.109766,ATT2172_20200819_192246.jpg
979,{2BB594F3-0CD6-4C42-9D66-7AFCE098BE9E},2020-08-20,Spotted in my backyard. Identical in size and coloring to images of giant Asian hornet but unable to capture picture.,2, ,2020-08-21,47.574586,-122.411791,
4338,{C3A99974-D13E-48CF-9CBC-CEFACAFDF861},2020-08-20, ,0,Thanks for the submission. That is a Urocerus horntail sawfly.,2020-08-20,48.242254,-122.373943,ATT2203_20200820_120628.jpg
2308,{6878952F-9476-454C-B576-3306AFC8E057},2020-08-20,Was unable to get a photo but perhaps saw an Asian hornet on the west side on San Juan Island on Victoria Dr at around 4pm. It was 2-3 inches in length and appeared similar to photos of insect,2, ,2020-08-20,48.49358,-123.112013,
3556,{9EC849E2-4CE3-4BC4-AEE8-B4F255D51400},2020-08-20, ,2, ,2020-08-21,47.883563,-122.239076,
935,{294E680A-E7E8-4851-A365-095099777D5E},2020-08-20,"Although I’m not 100% sure, I’ve never seen whatever it was and it had very distinct orange coloring. I only saw it for 2 seconds and honestly my visio is not very good. However, I’ve been gardening in the same house for 30 years and it was like no",2, ,2020-08-21,47.718046,-117.454975,
5436,{F8AA1DE9-081F-41D5-92C9-F0EB5F913222},2020-08-20,Not sure if this is it or not but I saw this at Jackson Park Golf Course in Seattle wa to the left of the 18th Green,0,Thanks for the submission. That is the great golden digger wasp.,2020-08-22,47.72863,-122.31688,ATT2239_3BB13529-78B6-4654-9D40-F6F4FDDD6A27.jpg
179,{0914E010-A001-4C57-839E-771AE6B80C63},2020-08-20,"Back legs long and black, orange head. Bigger than a wasp.",2, ,2020-08-20,47.3074,-122.23035,
3012,{8864F7D6-C736-4985-A0F1-CB1E1E80C3A5},2020-08-20,"Mostly black bee/hornet, about 2 inches long with long stinger. Seemed aggressive when I tried to kill it. Chased me. Didnt have my phone at time of sighting (my backyard).",2, ,2020-08-20,47.411005,-122.581675,
753,{20E2AB22-C642-4FD7-BBD9-06F31878075E},2020-08-20,I found this large hornet looking thing today.  It is 1 inch long and attached are pictures.,0,Thanks for the submission. That is a stunning clearwing moth that mimics hornets! It is in the Sesiid family.,2020-08-20,47.012312,-122.777345,ATT2188_1.jpg
3990,{B303526B-5E19-413C-A54C-064B46FBF964},2020-08-20,"Setting out in our yard, heard what was a humming bird. Looked around an it flew to my left and buzzed around my wife. I saw it for less than a second, but did see the size and color. I told her to get away and it flew past her and flew off. Did not have",2, ,2020-08-20,46.01017,-122.91006,
3747,{A81CBEC8-5DE3-4F91-BA01-F3BA803D8383},2020-08-20,While doing yard work insect try to land on me twice.,0,Thanks for the submission. That is a horntail sawfly in the Urocerus genus. No need to kill them.,2020-08-20,48.0399,-122.40618,ATT2186_20200820_135507.jpg
318,{0E0F9CBC-E009-4EE1-B1C5-B60350F6113E},2020-08-20,I have photo  of bee on my flower pot.,2, ,2020-08-21,47.565068,-122.207936,
1670,{4B4BC8D7-2372-41C6-853E-084255BEBAB1},2020-08-20,"1.7 to 2 inches in length, burrowing in knoll where yellow jackets previously nested. No sign of yellow jackets.",0,Thanks for the submission. That is a Golden digger wasp. Wonderful pollinators in your garden!,2020-08-20,47.896191,-122.308045,ATT2187_image.jpg
4110,{B9F58D20-E2DD-479D-A9A6-264D7FCA9771},2020-08-20, ,2, ,2020-08-21,47.883563,-122.239076,
1530,{454E319F-28E6-4E19-BB87-93D9692B0D97},2020-08-20,"easily two inches in length, winged, black tail end. I live in a forested area",2, ,2020-08-23,45.744215,-122.652528,
2019,{5C760CD8-3166-4433-9AF1-C7D6C534AB9A},2020-08-20,"I noticed a large bee like insect outside my window on my patio. I do not know if it is an Asian hornet, but wanted to report it just in case it was a sighting.",2, ,2020-08-20,47.806604,-122.340507,
2532,{728B153C-CA84-4E5B-A646-6F3C7058E0B1},2020-08-20, ,0,Thanks for the submission. That is a horntail sawfly from the Urocerus genus.,2020-08-20,47.060275,-122.379662,ATT2182_20200820_130324.jpg
1840,{53E596D4-5F04-4B4B-A078-2E4C91CFFCFB},2020-08-20,This first landed on my husband's stomach while he was working out in the hard. He brushed it off with his hand and it flew over to our fence. We then got a mason jar and captured the bug due to it's very large size.,0,Thanks for the submission. That beauty is a harmless clearwing moth. It mimics hornets with its coloring. Great find!,2020-08-20,47.834726,-122.290176,ATT2158_IMG-7819.MOV
2728,{7BB5BE50-8E92-4B3B-AA51-E0302DC77D0F},2020-08-20,"I was calling in my cat, and this assumed hornet was extremely large and very, very loud. It buzzed my head and attempted to come in the house, but headed back out to the porch light, then left. The size, the volume, and the fact that it was out at night",2, ,2020-08-20,47.508008,-122.308329,
806,{2367A74B-1DED-4EB2-867C-CD685AA19D13},2020-08-20,on a plant at Popeyes  restaurants in Lynden wa,2, ,2020-08-21,48.933255,-122.48592,
808,{236D5CDC-56EA-49AC-908E-18E24F7A5C9D},2020-08-20,We reported sighting last week and still seeing them. There is a hole in the ground that they are coming in and out of,0,"Thanks for submitting. That is a hole of ground dwellers. Asian giant hornets build nests inside cavities of trees or rocks. Also, your county is Negative for them.",2020-08-20,47.669739,-122.30569,ATT2163_20200819_180745.jpg
3465,{9AEF500A-936D-4ECF-A0A3-C1FA4F15FC3B},2020-08-20,Found in my car,0,Thanks for the submission. That is a sawfly in the Urocerus genus. Also called a horntail wood wasp.,2020-08-20,47.69149,-122.29092,ATT2200_9F53E85F-2D32-4D37-A0AB-F7ED2345F79F.jpg
4267,{C125784C-57D2-45D1-9027-2908CA11C354},2020-08-20,Found dead specimen,2, ,2020-08-20,47.555554,-122.37764,
3708,{A51D7A23-A017-4DB5-A7A2-E3B335FB901D},2020-08-20,This thing was huge (more than 2”) and it was digging in the dirt,0,Thanks for the submission. That is a Golden digger wasp. They help keep pest insect populations down.,2020-08-20,47.390403,-122.299738,ATT2183_B750C046-A700-4C1C-9858-A815A376675A.jpg
3759,{A8BAE669-EBF4-4917-8740-2C5203A15569},2020-08-20, ,2, ,2020-08-21,47.59796,-120.65801,
1542,{45FC9820-F449-4950-B86A-18CB7182ED02},2020-08-20,found near tolt pipline trail in Woodinville,0,Thanks for the submission. That is a wood wasp in the Urocerus genus. Also called a horntail sawfly.,2020-08-20,47.736647,-122.054779,ATT2201_20200820_130852.jpg
3538,{9E22A71F-F405-40B2-AD4E-C1B0756C9294},2020-08-20,Found in my Yellow Jacket Trap which has been hanging on my apple tree for three weeks,0,Thanks for the submission. Those look like paper wasps.,2020-08-20,47.67082,-122.274374,ATT2197_archive (1).zip
2738,{7C42C8BC-A229-4F8E-9FF2-67EDD85BD850},2020-08-20,"We were having trees removed and it flew past my head, through a large cobweb and up to the top of my roof. I was unable to get an image with my phone. I have looked at the images, and am certain it was the  Asian Giant Hornet. The body was about the siz",2, ,2020-08-21,47.88567,-122.30569,
2057,{5DFC4F38-5067-484D-8077-31221623D630},2020-08-20, ,0,"Thanks for the submission. The photo is a little hard to see, but it looks like either a hover fly, Temnostoma, or a robber fly, Callinicus.",2020-08-20,47.924262,-117.355765,ATT2164_20200819_183436_HDR.jpg
2392,{6C2CB173-BE0B-4F2A-8BAE-E643CCC7B704},2020-08-21, ,0,Thanks for the submission. That is a horntail sawfly wasp from the Urocerus genus.,2020-08-21,47.20433,-121.99136,ATT2210_ACD5B5E8-70F8-45AD-B0A9-9450B5470CC3.jpg
5511,{FB513CBD-8759-4263-AC88-7F087397412B},2020-08-21,Seems to make hole in ground only for themselves,0,Thanks for the submission. That is the great golden digger wasp.,2020-08-21,47.61344,-122.03539,ATT2224_1E3F92E0-7D8D-425E-847F-A8A61B93A46B.jpg
382,{10D790E4-9705-4E98-AB8E-CA7A3B7D2905},2020-08-21, ,0,Thanks for the submission. That is a Urocerus sp. horntail sawfly.,2020-08-21,47.906715,-121.931951,ATT2219_D5B294F7-7801-4E66-ADF1-F0416B91A06C.jpg
5252,{F011DF3B-9432-4D12-B7A6-3B1788A01F20},2020-08-21,Tried to land on my chest. I was wearing hi vis shirt. A coworker was right next to me saw the same. I jumped back swatted at it. Just brushed it with fingertips and it buzzed by my coworker and off. This was in the pkg lot of buzz inn restaurant near in,2, ,2020-08-22,47.90799,-122.242084,
619,{1C06181B-9890-49C0-8D2E-51B9B59E859F},2020-08-21,"I have seen 2. The first one I killed as it landed on my food.  Second one, I tried to get a picture but couldn't. I did not kill the second one.  I live in Vancouver, WA.",2, ,2020-08-21,45.604839,-122.559753,
4485,{CA18109D-A7DA-4DA4-9CBB-E678926A22B0},2020-08-21,Found in dog water dish soaked.    Let it sit overnight on table.,2, ,2020-08-22,47.198797,-121.116823,
748,{20CEEAA0-0366-4139-B0F7-2971962C9A88},2020-08-21,Very large >2” hornet flying around the porch of our cabin. Looked exactly like photos we have seen of the “murder hornet”,2, ,2020-08-20,48.15243,-122.573399,
3224,{91D7A3E3-5F6B-4787-9B80-FB4B682D44C6},2020-08-21,I just reported a possible sighting but I scrolled too fast and missed the contact info. I am in Yakima and reported this possible sighting 10 minutes ago,2, ,2020-08-21,47.62984,-120.68945,
823,{23DF3434-4735-4F20-AB0B-D979E2F05702},2020-08-21,It landed on our patio dinner table. Four of us agreed on the identification after looking at on images.,2, ,2020-08-21,47.371192,-122.547056,
694,{1EA679ED-BB86-413E-8343-522F6C8BF2AE},2020-08-21,This is the 3rd one we've seen in our back yard. They all have been longer than my hand with huge wings and huge heads. We smashed all 3 before we could take a picture because our dogs keep trying to attack them. Please feel free to come set up traps or,2, ,2020-08-23,47.196838,-122.181181,
2929,{849341A4-09E2-4918-9A0D-6D88B4CD5097},2020-08-21,"We were on our porch when a very large orange and black bug began flying around us. I started to tell my wife there's a dragonfly but this was different. It seemed like it was streamlined when it was flying. It flew around us for a few minutes, my wife t",2, ,2020-08-21,47.62984,-120.68945,
600,{1B762193-187C-41A2-9D7B-8CAF38A34B79},2020-08-21,I have it in a jar. Not sure if it is baby murder hornet,0,Thanks for the submission. That is the great golden digger wasp.,2020-08-21,47.567665,-122.38041,ATT2206_A8DDF9F0-4620-40EE-A129-456D60090AD2.jpg
5282,{F1BA0577-D032-456B-A159-800D7C559D10},2020-08-21,Very large. Was crawling on my concrete patio.  I killed it.  Please let me know if it was a Asian Giant Hornet.,0,Thanks for the submission. That is a Jerusalem cricket!,2020-08-21,46.284984,-119.170109,ATT2212_06920951-FD5D-45BD-83F7-D0F6C7E99514.jpg
3133,{8D0DA9A4-C83E-4695-A126-4F02A4B7312E},2020-08-21, ,0,Thanks for the submission. That is a horntail sawfly from the Urocerus genus. They lay their eggs in trees.,2020-08-21,47.398357,-122.111738,ATT2207_16FF10E7-3BBD-4F91-9B3F-DF293651BF12.jpg
3935,{B00F2CB2-20E7-4A8E-B20C-0B6B99D44004},2020-08-21,Not sure what it was...took picture,0,Thanks for the submission. That is a Robber fly eating breakfast.,2020-08-22,47.62984,-120.68945,ATT2227_IMG_20200821_160056_128.jpg
3743,{A7CA8D72-1362-4991-95E2-AF2B22AD5128},2020-08-21, ,2, ,2020-08-21,47.718046,-117.454975,
1883,{56799995-6552-431C-AC98-9DF4ACC0E035},2020-08-21,It seemed more black but had stripes. Long stinger but flew slowly,0,Thanks for the submission. That is a horntail sawfly from the Urocerus genus. They lay their eggs in trees.,2020-08-21,47.757091,-122.07251,ATT2211_20200820_190320.jpg
4948,{DF6FC954-9DA5-45C0-875A-DE39F6D1E2E0},2020-08-21,"I tryely am not sure and tried to get a picture but it was moving around too much.  One single hornet, by far the biggest I have ever seen.  It was at least 1 and 1/2 inches long",2, ,2020-08-22,47.739869,-122.258471,
4849,{DB65D408-2747-467A-B152-3A6D43BDE5D6},2020-08-21,"I first thought it was a hummingbird but it did not demonstrate the ""hum"" sound and i was only approx 4-5 feet away. It had stripes on it's body such as wasps and hornets do. It's wings were very large so I next suspected a dragonfly but considering the",2, ,2020-08-22,47.952906,-117.474507,
2211,{64A33CAA-67F7-4480-B035-3F9E50951077},2020-08-21,"I have a Specimen I believe to be an Asian giant hornet.  It was in my kitchen window, I caught it, & placed it in a container  I attempted to drop it off at our local WA St extension office several times.  My husband became ill & I completely forgot abo",2, ,2020-08-21,46.084387,-122.861328,
3838,{ABF5EFEF-ADAE-4A8E-885E-B79A1259D645},2020-08-21,Just crawling on the ground.,0,Thanks for the submission. That is the great golden digger wasp.,2020-08-21,47.529384,-122.376672,ATT2213_trim.7AC43C95-20CE-4E03-9DFB-0497820675FE.MOV
3585,{9FE9A46D-78DC-46BC-BA78-190339582175},2020-08-21,"Flew into my car they an open window and then flew out. I tried to take a pic, but it flew out before I could. I was drive ng to Loomis. Location is close but uncertain. I looked up all the local hornets and nothing compared to the scary beast that was i",2, ,2020-08-22,48.803838,-119.582882,
1574,{476CB5A3-145F-456A-A75B-47C122F68779},2020-08-21,It was walking around on my deck.  I trapped it initially and then looked up a photo on the internet.  The internet photo and my specimen did not match so I let it go.  Then a photo in the Skagit Valley Herald of the hornet did look like what I had seen.,2, ,2020-08-24,48.442243,-122.31867,
2289,{6737FFD1-5223-4917-8BE4-EFBF96C40FA0},2020-08-21,"Black hornet approx. 2.5 inches long.  Huge stinger.  Flying around the house, landing on deck, bumping window.  I didn't notice any orange but it was moving fast.",2, ,2020-08-21,47.609035,-122.020985,
4779,{D7506013-BD90-4071-A643-C17FB83DAFC3},2020-08-21,Appeared near our back porch on a rock and we quickly stomped on it with our shoe.,0,Thanks for the submission. That is a horntail sawfly from the Urocerus genus. They lay their eggs in trees.,2020-08-21,47.829178,-122.050082,ATT2217_7C9AE5D5-6E58-40F6-B3B8-1C05E44866FB.jpg
5539,{FC94CEA8-E016-41D9-A287-F3744BC29453},2020-08-21, ,0,Thanks for the submission. That is a clearwing moth that mimics hornets. Totally harmless!,2020-08-21,47.900331,-122.208626,ATT2220_IMG_20200821_133106.jpg
4990,{E1DD6310-5630-42CE-84BA-E67D7FF16B6C},2020-08-21,I think this is one? I found it writhing around in my backyard on the ground.,0,Thanks for the submission. That is the great golden digger wasp.,2020-08-21,47.713504,-122.255283,ATT2209_image.jpg
5191,{ED08D48A-E29E-43F2-8A16-626AE58E6F41},2020-08-21,very orange,0,Thanks for the submission. That is the great golden digger wasp.,2020-08-21,47.629368,-122.612475,ATT2223_hornet2.jpg
4845,{DB38352D-4F88-43E3-9AE6-D02BBE25AA2D},2020-08-21,"Could not see face, it has a huge body, does not look like other pics I've seen. Sorry if this is not what you are looking for",0,"Thanks for the submission. That is a beautiful, chubby bumble bee!",2020-08-21,46.888365,-124.025725,ATT2214_20200821_061657.jpg
2129,{60C30F15-5065-49AB-92CF-5CFB9F1B3E9B},2020-08-21,"was a big hornet. really husky, black with very distinctive orange and black stripes, big wings, flies fast. was within about 3 ft. of my shoe.",2, ,2020-08-25,48.010495,-122.535054,
5062,{E59F9A97-7530-436E-B725-AE029193AA37},2020-08-22,Not sure what this is.,0,Thanks for the submission. That is a female Urocerus sp. sawfly. She lays her eggs in trees.,2020-08-22,47.180943,-120.85422,ATT2236_5F5B060C-BAE5-4562-BAA7-ECB168A29ED5.jpg
2710,{7A42F81F-3CDB-414F-8851-BA0D2E3F8364},2020-08-22,"My husband and 2 friends were working on a shed, the bee flew in, landed on a wall, they all agreed it was the Asian hornet. The bee flew away before they could take a picture. The site address is 18213 Deschutes Dr. SE, Yelm WA. 98596. This is our vacat",2, ,2020-08-24,46.825793,-122.530966,
5316,{F2E95AE6-FD06-4BB3-9D7C-B5F60E6BD7E0},2020-08-22, ,0,Thanks for the submission. That is a female horntail sawfly.,2020-08-22,48.950782,-122.515877,ATT2250_EE7642F7-02E7-4888-98FF-4B1A0ECFA6EA.jpg
2680,{792B1357-4CC0-48B9-B558-F2D1A98FACB6},2020-08-22, ,2, ,2020-08-22,45.644013,-122.571129,
1651,{4A3FBAD7-F70D-42B0-B9B0-1F8A04053476},2020-08-22,"Noticed large hornet around my blackberry bush killing another insect. It caught my attention because of the Color, the body was mostly black with an orange tip around the stinger.",2, ,2020-08-22,47.154545,-122.1917,
3978,{B22C69C2-5DE4-4597-B17B-B09171C11C77},2020-08-22,The insect was in flight. The colors were distinctive orange and black stripping. The estimated length of the insect was approximately 2 inches. The area seen is near a pear tree with rotting pears. Many other smaller hornets/wasps were consuming the pea,2, ,2020-08-23,48.576359,-122.543274,
3695,{A48BE9A3-1F65-4349-8A18-0E67CE175E10},2020-08-22,It was attacking bees eating by it,0,Thanks for the submission. That looks like a bald faced hornet.,2020-08-23,45.627485,-122.519501,ATT2264_A31268C7-08C0-44B4-B82A-93DFC79AD141.jpg
1688,{4BFF21E3-8DD1-45A4-B1DA-678BBB4C9A2A},2020-08-22, ,2, ,2020-08-22,47.154372,-122.191761,
4913,{DE321EDF-2949-415D-BD71-F4D7C9F81D81},2020-08-22,"I killed one not sure what is was about 2.5 cm long. I have a picture on my computer, but don't know how to add to this form",2, ,2020-10-23,47.148848,-122.571348,
2313,{68971292-891A-49B3-B5F0-D3E18A13B5E4},2020-08-22, ,0,Thanks for the submission. That is a female horntail sawfly.,2020-08-22,48.933296,-122.569217,ATT2235_20200822_112206.jpg
1594,{480D7ECD-F83A-4AD4-AE27-A0E89C09FE3B},2020-08-22,"This seemed to be a juvenile and not sure if it's a Asian variety, but it was not a typical looking hornet. Maybe it was a wasp?  Sorry if it was. Also, the pics aren't that great. I didn't get too close for obvious reasons but I hope this they might hel",0,Thanks for the submission. That is the great golden digger wasp.,2020-08-22,47.649337,-122.377831,ATT2232_DEE98FD5-2D37-4C8D-9C09-F3674B06A643.jpg
589,{1A90B632-141C-42FF-97FB-0940A32EDA95},2020-08-22,Saw one flying around tried to capture it but it got away definitely a murder hornet could not get a photo,2, ,2020-08-22,47.25385,-122.95524,
5379,{F614F474-7B0B-4F1E-8FE1-5278D2B7E433},2020-08-22,Much closer inspection appears this may be a golden digger wasp which has never been seen on our property.,0,Thanks for the submission. You are correct.,2020-08-22,47.069255,-122.928794,ATT2241_image.jpg
4192,{BDE248B6-F724-4AF9-872D-699F7703F805},2020-08-22,In my garage,0,Thanks for the submission. That is a bald faced horneet.,2020-08-22,48.77829,-122.425976,ATT2242_D1D0782B-1093-40CA-AED8-D90BD021F186.jpg
